"";"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.4d69";"checkpoint.7y1f";"checkpoint.fqea";"Question.Key";"Response"
"445";"13";1590825505075;"30/05/2020 07:58:25";1590825504592;2;"30/05/2020 09:58:24";18755;2;"questionnaire-89vf";NA;5216446;"5babd4285f26f10001b17c60";1473560;NA;"complete";NA;"5ed20a53bd73d916ba49de1b";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"446";"14";1590825505075;"30/05/2020 07:58:25";1590825504593;2;"30/05/2020 09:58:24";18755;2;"questionnaire-89vf";NA;5216446;"5babd4285f26f10001b17c60";1473560;NA;"complete";NA;"5ed20a53bd73d916ba49de1b";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"comment";""
"447";"15";1590825505075;"30/05/2020 07:58:25";1590825504594;2;"30/05/2020 09:58:24";18755;2;"questionnaire-89vf";NA;5216446;"5babd4285f26f10001b17c60";1473560;NA;"complete";NA;"5ed20a53bd73d916ba49de1b";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1366x768";"1349x657";"after demographic";"demographic";4;"BRAC1_horiAA_1st0";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"37735"
"448";"1";1590825136027;"30/05/2020 07:52:16";1590825135877;1;"30/05/2020 08:52:15";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1536x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"449";"2";1590825175286;"30/05/2020 07:52:55";1590825175119;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"sex";"male"
"450";"3";1590825175415;"30/05/2020 07:52:55";1590825175121;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"sex-quantised";"1"
"451";"4";1590825175415;"30/05/2020 07:52:55";1590825175121;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"age";"twenty one years old"
"452";"5";1590825175415;"30/05/2020 07:52:55";1590825175121;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"453";"6";1590825175415;"30/05/2020 07:52:55";1590825175121;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"454";"7";1590825175415;"30/05/2020 07:52:55";1590825175122;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"response-2-text";""
"455";"8";1590825175415;"30/05/2020 07:52:55";1590825175122;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"response-3";"Portuguese"
"456";"9";1590825175415;"30/05/2020 07:52:55";1590825175122;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"country";"Portugal"
"457";"10";1590825175415;"30/05/2020 07:52:55";1590825175122;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"education";"High school diploma"
"458";"11";1590825175415;"30/05/2020 07:52:55";1590825175122;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"education-quantised";"3"
"459";"12";1590825175415;"30/05/2020 07:52:55";1590825175122;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"460";"13";1590825175415;"30/05/2020 07:52:55";1590825175123;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"461";"14";1590825175415;"30/05/2020 07:52:55";1590825175123;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"comment";"Funny study"
"462";"15";1590825175415;"30/05/2020 07:52:55";1590825175123;1;"30/05/2020 08:52:55";18755;2;"questionnaire-89vf";NA;5216401;"5e3e25c6f2160b0a292a1b3d";1473558;NA;"complete";NA;"5ed20a58d31cc6000c235127";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x754";"after demographic";"demographic";4;"BRAC1_vertAA_1st300";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"39246"
"463";"1";1590825131046;"30/05/2020 07:52:11";1590825129982;10;"30/05/2020 17:52:09";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1536x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"464";"2";1590825159983;"30/05/2020 07:52:39";1590825158967;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"sex";"female"
"465";"3";1590825160312;"30/05/2020 07:52:40";1590825158970;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"sex-quantised";"2"
"466";"4";1590825160312;"30/05/2020 07:52:40";1590825158971;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"age";"24"
"467";"5";1590825160312;"30/05/2020 07:52:40";1590825158971;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"468";"6";1590825160312;"30/05/2020 07:52:40";1590825158971;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"469";"7";1590825160312;"30/05/2020 07:52:40";1590825158972;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"response-2-text";""
"470";"8";1590825160312;"30/05/2020 07:52:40";1590825158972;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"response-3";"English"
"471";"9";1590825160312;"30/05/2020 07:52:40";1590825158972;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"country";"Australia"
"472";"10";1590825160312;"30/05/2020 07:52:40";1590825158973;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"education";"Bachelor degree"
"473";"11";1590825160312;"30/05/2020 07:52:40";1590825158973;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"education-quantised";"5"
"474";"12";1590825160312;"30/05/2020 07:52:40";1590825158973;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"475";"13";1590825160312;"30/05/2020 07:52:40";1590825158973;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"476";"14";1590825160312;"30/05/2020 07:52:40";1590825158974;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"comment";""
"477";"15";1590825160312;"30/05/2020 07:52:40";1590825158974;10;"30/05/2020 17:52:38";18755;2;"questionnaire-89vf";NA;5216400;"5e6babd0d0031115b8a7bbbf";1473550;NA;"complete";NA;"5ed20a525f100516ab899482";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x792";"after demographic";"demographic";4;"BRAC1_horiLA_1st300";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"28992"
"478";"1";1590825017782;"30/05/2020 07:50:17";1590825017631;-6;"30/05/2020 01:50:17";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"479";"2";1590825044201;"30/05/2020 07:50:44";1590825044099;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"sex";"male"
"480";"3";1590825044373;"30/05/2020 07:50:44";1590825044103;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"sex-quantised";"1"
"481";"4";1590825044373;"30/05/2020 07:50:44";1590825044103;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"age";"27"
"482";"5";1590825044373;"30/05/2020 07:50:44";1590825044103;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"483";"6";1590825044373;"30/05/2020 07:50:44";1590825044103;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"484";"7";1590825044373;"30/05/2020 07:50:44";1590825044104;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"response-2-text";""
"485";"8";1590825044373;"30/05/2020 07:50:44";1590825044104;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"response-3";"English"
"486";"9";1590825044373;"30/05/2020 07:50:44";1590825044104;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"country";"United States"
"487";"10";1590825044373;"30/05/2020 07:50:44";1590825044104;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"education";"Some university/higher education but no degree"
"488";"11";1590825044373;"30/05/2020 07:50:44";1590825044105;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"education-quantised";"4"
"489";"12";1590825044373;"30/05/2020 07:50:44";1590825044105;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge";"Not at all"
"490";"13";1590825044373;"30/05/2020 07:50:44";1590825044105;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"psyKnowledge-quantised";"1"
"491";"14";1590825044373;"30/05/2020 07:50:44";1590825044106;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"comment";""
"492";"15";1590825044373;"30/05/2020 07:50:44";1590825044106;-6;"30/05/2020 01:50:44";18755;2;"questionnaire-89vf";NA;5216385;"5ebb1e0c11b78d0dcb01e82c";1473555;NA;"complete";NA;"5ed20a58d300e316f5c3a232";"computer";"Desktop or Laptop";"Mac OS 10.13.6";"Safari 13.1.1";"1440x900";"1440x814";"after demographic";"demographic";4;"BRAC1_horiLA_1st0";"after consent";"after demographic";"Task done";"END QUESTIONNAIRE";"26475"
"493";"1";1590824926076;"30/05/2020 07:48:46";1590824924683;3;"30/05/2020 10:48:44";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1858x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"BEGIN QUESTIONNAIRE";""
"494";"2";1590824984640;"30/05/2020 07:49:44";1590824983278;3;"30/05/2020 10:49:43";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1841x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"sex";"female"
"495";"3";1590824984796;"30/05/2020 07:49:44";1590824983280;3;"30/05/2020 10:49:43";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1841x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"sex-quantised";"2"
"496";"4";1590824984796;"30/05/2020 07:49:44";1590824983280;3;"30/05/2020 10:49:43";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1841x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"age";"23"
"497";"5";1590824984796;"30/05/2020 07:49:44";1590824983280;3;"30/05/2020 10:49:43";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1841x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"response-2";"right-handed"
"498";"6";1590824984796;"30/05/2020 07:49:44";1590824983280;3;"30/05/2020 10:49:43";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1841x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"response-2-quantised";"1"
"499";"7";1590824984796;"30/05/2020 07:49:44";1590824983280;3;"30/05/2020 10:49:43";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1841x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"response-2-text";""
"500";"8";1590824984796;"30/05/2020 07:49:44";1590824983280;3;"30/05/2020 10:49:43";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1841x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"response-3";"Estonian"
"501";"9";1590824984796;"30/05/2020 07:49:44";1590824983280;3;"30/05/2020 10:49:43";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1841x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"country";"Estonia"
"502";"10";1590824984796;"30/05/2020 07:49:44";1590824983280;3;"30/05/2020 10:49:43";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1841x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"education";"Bachelor degree"
"503";"11";1590824984796;"30/05/2020 07:49:44";1590824983280;3;"30/05/2020 10:49:43";18755;2;"questionnaire-89vf";NA;5216372;"5c90f5eae2d9fb0011385c58";1473548;NA;"complete";NA;"5ed20a485f1005170dd2dfaa";"computer";"Desktop or Laptop";"Windows 10";"Chrome 69.1.0.3064";"1920x1080";"1841x983";"after demographic";"demographic";4;"BRAC1_horiLL_1st0";"after consent";"after demographic";"Task done";"education-quantised";"5"
