"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.ngg1";"checkpoint.nubw";"checkpoint.t5ey";"Question.Key";"Response"
"15";1590679622516;"28/05/2020 15:27:02";1590679622172;-4;"28/05/2020 11:27:02";18619;2;"questionnaire-b579";NA;5179642;"5acc3c34fa3b4e000173c659";1465359;NA;"complete";NA;"5ecfd24609d61f04790e71ae";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Safari 12.1.2";"1280x800";"1280x656";"demographics done";"demographic";4;"BRAC2_vertLA_1st300";"Consents given";"exp done";"demographics done";"response-3";"French"
"1";1590681320966;"28/05/2020 15:55:20";1590681317708;1;"28/05/2020 16:55:17";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1473x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1590681350561;"28/05/2020 15:55:50";1590681347365;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"3";1590681350623;"28/05/2020 15:55:50";1590681347366;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"4";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"age";"33"
"5";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"response-3";"English"
"9";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"country";"United Kingdom"
"10";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"education";"Bachelor degree"
"11";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"5"
"12";1590681350623;"28/05/2020 15:55:50";1590681347367;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1590681350623;"28/05/2020 15:55:50";1590681347368;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1590681350623;"28/05/2020 15:55:50";1590681347368;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"comment";""
"15";1590681350623;"28/05/2020 15:55:50";1590681347368;1;"28/05/2020 16:55:47";18619;2;"questionnaire-b579";NA;5180265;"5ebc6438748b21094bb167c9";1465518;NA;"complete";NA;"5ecfd248df851004e3d121fc";"computer";"Desktop or Laptop";"Mac OS 10.12.6";"Chrome 83.0.4103.61";"1920x1080";"1458x852";"demographics done";"demographic";4;"BRAC2_vertAL_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"29660"
"1";1590581558198;"27/05/2020 12:12:38";1590581557254;2;"27/05/2020 14:12:37";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1536x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1590581612079;"27/05/2020 12:13:32";1590581611179;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"3";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"4";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"age";"27"
"5";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1590581612173;"27/05/2020 12:13:32";1590581611182;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-3";"Poland"
"9";1590581612173;"27/05/2020 12:13:32";1590581611183;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"country";"Poland"
"10";1590581612173;"27/05/2020 12:13:32";1590581611183;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"education";"Master degree"
"11";1590581612173;"27/05/2020 12:13:32";1590581611183;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"6"
"12";1590581612173;"27/05/2020 12:13:32";1590581611183;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"I've studied at least one of these disciplines (school or university)"
"13";1590581612173;"27/05/2020 12:13:32";1590581611184;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"3"
"14";1590581612173;"27/05/2020 12:13:32";1590581611184;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"comment";""
"15";1590581612173;"27/05/2020 12:13:32";1590581611184;2;"27/05/2020 14:13:31";18619;2;"questionnaire-b579";NA;5155852;"5e2d8e0accad9c386b566154";1458054;NA;"complete";NA;"5ece50ec52564820c8088f81";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"53930"
"1";1590581041670;"27/05/2020 12:04:01";1590581041455;1;"27/05/2020 13:04:01";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1536x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1590581075201;"27/05/2020 12:04:35";1590581075012;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"3";1590581075279;"27/05/2020 12:04:35";1590581075014;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"4";1590581075279;"27/05/2020 12:04:35";1590581075014;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"age";"19"
"5";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2";"left-handed"
"6";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"2"
"7";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-3";"Portuguese"
"9";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"country";"Portugal"
"10";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"education";"High school diploma"
"11";1590581075279;"27/05/2020 12:04:35";1590581075015;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"3"
"12";1590581075279;"27/05/2020 12:04:35";1590581075016;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1590581075279;"27/05/2020 12:04:35";1590581075016;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1590581075279;"27/05/2020 12:04:35";1590581075016;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"comment";""
"15";1590581075279;"27/05/2020 12:04:35";1590581075016;1;"27/05/2020 13:04:35";18619;2;"questionnaire-b579";NA;5155696;"5e7e45b8f0320e0897cf5048";1458041;NA;"complete";NA;"5ece50a6807bc31e782890bc";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.61";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"33562"
"1";1590580908703;"27/05/2020 12:01:48";1590580911321;2;"27/05/2020 14:01:51";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1366x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1590580932065;"27/05/2020 12:02:12";1590580934723;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"sex";"female"
"3";1590580932159;"27/05/2020 12:02:12";1590580934725;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"sex-quantised";"2"
"4";1590580932159;"27/05/2020 12:02:12";1590580934725;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"age";"28"
"5";1590580932159;"27/05/2020 12:02:12";1590580934725;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1590580932159;"27/05/2020 12:02:12";1590580934725;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1590580932159;"27/05/2020 12:02:12";1590580934725;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1590580932159;"27/05/2020 12:02:12";1590580934725;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"response-3";"Spanish"
"9";1590580932159;"27/05/2020 12:02:12";1590580934725;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"country";"Spain"
"10";1590580932159;"27/05/2020 12:02:12";1590580934726;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"education";"Bachelor degree"
"11";1590580932159;"27/05/2020 12:02:12";1590580934726;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"education-quantised";"5"
"12";1590580932159;"27/05/2020 12:02:12";1590580934726;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge";"Not at all"
"13";1590580932159;"27/05/2020 12:02:12";1590580934726;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"1"
"14";1590580932159;"27/05/2020 12:02:12";1590580934726;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"comment";""
"15";1590580932159;"27/05/2020 12:02:12";1590580934726;2;"27/05/2020 14:02:14";18619;2;"questionnaire-b579";NA;5155660;"59402f40e9b44100013b1789";1457994;NA;"complete";NA;"5ece4e842bf0931f4428fa24";"computer";"Desktop or Laptop";"Windows 10";"Chrome 81.0.4044.138";"1366x768";"1349x625";"demographics done";"demographic";4;"BRAC2_horiAL_1st0";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"23405"
