"pp";"counterbalance";"blockNum";"trialNum";"rt";"Response";"Attempt";"error";"Timed.Out";"ANSWER";"cuecolor";"framecolor";"task";"stimulus";"cocoa";"task_R";"ANSWER_R";"cuecolor_R";"error_R";"prolific";"age";"sex";"psyKnowledge";"education";"handedness";"motherTongue";"country"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;45;782,549999988871;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;46;933,505000008037;"L";1;0;NA;"L";"red";"black";"parity";6;300;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;47;1099,11500000441;"L";1;0;NA;"L";"blue";"black";"parity";8;300;0;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;48;955,854999992996;"L";1;0;NA;"L";"red";"black";"magnit";1;300;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;49;1237,17999999644;"L";1;1;NA;"A";"blue";"black";"parity";7;300;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;50;713,340000001946;"A";1;0;NA;"A";"red";"black";"parity";9;300;0;0;1;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;51;525,785000005271;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;52;1102,40499999793;"L";1;1;NA;"A";"red";"black";"parity";1;300;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;53;864,109999994747;"A";1;0;NA;"A";"red";"black";"parity";3;300;0;0;0;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;54;514,12500000163;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;55;1087,74499999732;"A";1;0;NA;"A";"red";"black";"magnit";7;300;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;56;813,504999998491;"L";1;0;NA;"L";"blue";"black";"magnit";1;300;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;57;1136,97500000126;"L";1;1;NA;"A";"red";"black";"parity";3;300;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;58;1381,77500000177;"L";1;1;NA;"A";"blue";"black";"parity";1;300;0;0;1;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;59;432,149999993388;"A";1;0;NA;"A";"red";"black";"magnit";7;300;1;0;1;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;60;1441,55499999737;"A";1;0;NA;"A";"blue";"black";"parity";9;300;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;61;1212,94499999215;"A";1;0;NA;"A";"blue";"black";"parity";1;300;0;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;62;741,719999990892;"A";1;0;NA;"A";"red";"black";"parity";7;300;0;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;63;431,06000000285;"A";1;0;NA;"A";"blue";"black";"magnit";8;300;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;64;520,134999998845;"A";1;0;NA;"A";"red";"black";"magnit";9;300;0;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;65;542,995000010589;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;66;577,270000008866;"L";1;0;NA;"L";"red";"black";"parity";2;300;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;67;512,405000001192;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;68;942,885000011418;"L";1;0;NA;"L";"blue";"black";"parity";2;300;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;69;798,775000003166;"A";1;0;NA;"A";"blue";"black";"magnit";7;300;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;70;1199,61499999044;"L";1;1;NA;"A";"blue";"black";"parity";1;300;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;71;478,680000000168;"A";1;0;NA;"A";"blue";"black";"magnit";9;300;1;0;0;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;72;799,129999999423;"L";1;1;NA;"A";"blue";"black";"magnit";7;300;0;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;73;1480,42999999598;"A";1;1;NA;"L";"red";"black";"parity";2;300;1;1;1;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;74;1009,61999999708;"L";1;0;NA;"L";"blue";"black";"parity";6;300;0;0;1;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;75;427,28000000352;"A";1;0;NA;"A";"blue";"black";"parity";7;300;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;76;555,99000000814;"L";1;0;NA;"L";"red";"black";"parity";4;300;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;77;417,989999987185;"A";1;0;NA;"A";"red";"black";"magnit";6;300;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;78;800,304999997141;"L";1;0;NA;"L";"red";"black";"magnit";2;300;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;79;571,739999999525;"L";1;0;NA;"L";"red";"black";"magnit";3;300;0;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;80;1103,9199999941;"L";1;0;NA;"L";"red";"black";"parity";4;300;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;81;1215,68999999738;"A";1;0;NA;"A";"red";"black";"parity";9;300;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;82;592,499999999069;"A";1;0;NA;"A";"blue";"black";"parity";3;300;0;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;83;434,320000000298;"A";1;0;NA;"A";"blue";"black";"parity";7;300;0;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;84;452,430000004824;"L";1;0;NA;"L";"blue";"black";"magnit";2;300;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;85;985,565000010189;"A";1;0;NA;"A";"blue";"black";"magnit";6;300;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;86;806,844999999041;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;87;377,44000001112;"A";1;0;NA;"A";"red";"black";"magnit";6;300;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;88;451,409999994328;"L";1;0;NA;"L";"blue";"black";"magnit";4;300;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;89;520,18500000122;"A";1;0;NA;"A";"red";"black";"parity";1;300;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;90;574,559999993537;"L";1;0;NA;"L";"red";"black";"magnit";4;300;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;91;943,150000006426;"L";1;0;NA;"L";"blue";"black";"parity";6;300;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;92;421,849999998696;"L";1;0;NA;"L";"red";"black";"magnit";2;300;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;93;429,050000006333;"L";1;0;NA;"L";"blue";"black";"magnit";3;300;0;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;94;455,74000000488;"A";1;0;NA;"A";"red";"black";"magnit";8;300;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";2;95;1005,60499999858;"L";1;0;NA;"L";"blue";"black";"parity";2;300;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;0;445,090000008466;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;99;99;99;99;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;1;391,059999994468;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;2;396,310000011232;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;0;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;3;615,825000000885;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;4;1054,00499999803;"L";1;1;NA;"A";"red";"black";"parity";9;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;5;1014,04999999795;"A";1;0;NA;"A";"blue";"black";"parity";3;0;0;0;1;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;6;440,199999997159;"A";1;0;NA;"A";"red";"black";"parity";9;0;0;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;7;380,115000007208;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;8;1158,02999999141;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;9;429,53000000841;"L";1;0;NA;"L";"blue";"black";"magnit";1;0;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;10;607,665000003297;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;11;468,189999999478;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;12;820,22999999742;"A";1;0;NA;"A";"red";"black";"parity";3;0;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;13;592,850000001024;"L";1;0;NA;"L";"red";"black";"parity";4;0;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;14;683,279999997467;"L";1;0;NA;"L";"blue";"black";"parity";6;0;0;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;15;707,590000005439;"L";1;1;NA;"A";"red";"black";"magnit";7;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;16;727,249999996275;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;0;1;1;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;17;1006,02000000048;"A";1;1;NA;"L";"blue";"black";"magnit";1;0;0;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;18;639,300000009825;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;0;0;0;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;19;463,940000001574;"A";1;0;NA;"A";"red";"black";"magnit";9;0;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;20;1534,83999999287;"L";1;0;NA;"L";"red";"black";"parity";8;0;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;21;1479,43000000669;"A";1;1;NA;"L";"red";"black";"magnit";3;0;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;22;552,620000002207;"A";1;0;NA;"A";"blue";"black";"magnit";8;0;0;1;1;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;23;700,670000005513;"L";1;0;NA;"L";"red";"black";"parity";4;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;24;544,114999996964;"L";1;0;NA;"L";"red";"black";"magnit";1;0;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;25;929,895000008401;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;26;1070,31500000437;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;27;505,714999992168;"L";1;0;NA;"L";"blue";"black";"parity";4;0;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;28;1383,19000000763;"L";1;0;NA;"L";"red";"black";"magnit";2;0;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;29;520,795000004116;"A";1;0;NA;"A";"red";"black";"parity";3;0;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;30;431,505000000354;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;31;513,189999997849;"A";1;0;NA;"A";"blue";"black";"parity";1;0;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;32;422,959999996237;"L";1;0;NA;"L";"blue";"black";"magnit";4;0;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;33;567,754999996396;"A";1;0;NA;"A";"blue";"black";"parity";1;0;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;34;790,05999999959;"A";1;0;NA;"A";"red";"black";"magnit";7;0;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;35;606,784999996191;"L";1;0;NA;"L";"blue";"black";"parity";4;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;36;451,069999995641;"A";1;0;NA;"A";"red";"black";"magnit";6;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;37;1520,07500000764;"A";1;0;NA;"A";"blue";"black";"parity";7;0;1;0;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;38;710,944999998901;"L";1;0;NA;"L";"red";"black";"magnit";4;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;39;515,545000002021;"A";1;1;NA;"L";"red";"black";"parity";6;0;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;40;417,69499999634;"L";1;0;NA;"L";"red";"black";"magnit";1;0;1;0;0;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;41;1240,96000001021;"A";1;0;NA;"A";"blue";"black";"parity";9;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;42;653,984999997308;"L";1;0;NA;"L";"red";"black";"parity";8;0;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;43;440,520000003744;"L";1;0;NA;"L";"red";"black";"magnit";3;0;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;44;596,439999993891;"L";1;0;NA;"L";"red";"black";"parity";6;0;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;45;583,460000009043;"L";1;0;NA;"L";"red";"black";"magnit";2;0;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;46;1031,86999999173;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;47;621,019999991404;"L";1;0;NA;"L";"blue";"black";"parity";2;0;1;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;48;651,964999997057;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;49;455,355000012787;"A";1;0;NA;"A";"red";"black";"magnit";8;0;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;50;484,719999992987;"L";1;0;NA;"L";"red";"black";"magnit";3;0;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;51;558,179999992717;"L";1;0;NA;"L";"red";"black";"magnit";4;0;0;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;52;780,264999993844;"L";1;0;NA;"L";"red";"black";"parity";2;0;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;53;850,195000006352;"A";1;0;NA;"A";"blue";"black";"magnit";9;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;54;1219,92499999772;"L";1;0;NA;"L";"red";"black";"parity";4;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;55;541,615000009304;"A";1;0;NA;"A";"red";"black";"parity";7;0;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;56;735,895000005141;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;57;703,805000011809;"L";1;0;NA;"L";"red";"black";"parity";2;0;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;58;971,414999992587;"L";1;1;NA;"A";"blue";"black";"parity";3;0;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;59;694,994999997783;"A";1;0;NA;"A";"red";"black";"magnit";6;0;1;0;1;1;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;60;1688,61500000651;"L";1;0;NA;"L";"blue";"black";"parity";8;0;1;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;61;697,054999996908;"A";1;0;NA;"A";"red";"black";"parity";1;0;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;62;628,169999996433;"L";1;0;NA;"L";"blue";"black";"parity";6;0;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;63;491,454999995651;"L";1;0;NA;"L";"blue";"black";"magnit";3;0;1;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;64;454,435000007041;"A";1;0;NA;"A";"red";"black";"magnit";7;0;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;65;428,215000007302;"A";1;0;NA;"A";"red";"black";"magnit";8;0;0;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;66;525,285000010394;"L";1;0;NA;"L";"blue";"black";"magnit";2;0;0;1;1;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;67;877,544999995735;"A";1;0;NA;"A";"blue";"black";"magnit";6;0;0;1;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
"5896f9951a06b50001a7ff12";"horiAA_1st300";3;68;492,034999988275;"A";1;0;NA;"A";"blue";"black";"magnit";7;0;0;0;0;0;1;"22";"male";"Not at all";"Bachelor degree";"right-handed";"Spanish";"Spain"
